building_event_id,building_id,event_type,event_date,date_precision,cause,description
CHI-PRE1830-031-E01,CHI-PRE1830-031,completion,1826,before_or_by,,Construction/completion evidence
CHI-PRE1830-031-E02,CHI-PRE1830-031,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present
CHI-PRE1830-032-E01,CHI-PRE1830-032,completion,1827,before_or_by,,Construction/completion evidence
CHI-PRE1830-032-E02,CHI-PRE1830-032,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present
CHI-PRE1830-033-E01,CHI-PRE1830-033,completion,1829,exact,,Construction/completion evidence
CHI-PRE1830-033-E02,CHI-PRE1830-033,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present
CHI-PRE1830-034-E01,CHI-PRE1830-034,completion,1826,before_or_by,,Construction/completion evidence
CHI-PRE1830-034-E02,CHI-PRE1830-034,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present_or_unresolved
CHI-PRE1830-035-E01,CHI-PRE1830-035,completion,1816,before_or_by,,Construction/completion evidence
CHI-PRE1830-035-E02,CHI-PRE1830-035,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present_or_unresolved
CHI-PRE1830-036-E01,CHI-PRE1830-036,completion,1826,before_or_by,,Construction/completion evidence
CHI-PRE1830-036-E02,CHI-PRE1830-036,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present_or_unresolved
CHI-PRE1830-037-E01,CHI-PRE1830-037,completion,1826,before_or_by,,Construction/completion evidence
CHI-PRE1830-037-E02,CHI-PRE1830-037,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present_or_unresolved
CHI-PRE1830-038-E01,CHI-PRE1830-038,completion,1826,before_or_by,,Construction/completion evidence
CHI-PRE1830-038-E02,CHI-PRE1830-038,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present_or_unresolved
CHI-PRE1830-039-E01,CHI-PRE1830-039,completion,1826,before_or_by,,Construction/completion evidence
CHI-PRE1830-039-E02,CHI-PRE1830-039,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present_or_unresolved
CHI-PRE1830-040-E01,CHI-PRE1830-040,completion,1828,exact,,Construction/completion evidence
CHI-PRE1830-040-E02,CHI-PRE1830-040,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present_or_unresolved
