building_id,research_record_id,research_year,canonical_name,year_started,year_completed,completion_precision,year_opened,year_demolished,demolition_precision,demolition_cause,status,address_historical,address_modern,latitude,longitude,building_type,original_use,architect_or_builder,owner_or_developer,structural_system,stories,height_ft,construction_or_event_type,predecessor_or_rebuild_of,postfire_code_context,notes,confidence,needs_review
CHI-POSTFIRE-CHI1877-012,CHI1877-012,1877,St. Columbkille Church completion,1870,1877,year-only,1877,1975,year,parish consolidation and demolition,demolished,Grand Avenue and North Paulina Street,,,,church,Roman Catholic worship,Augustus Bauer and Robert Loebnitz,St. Columbkille Catholic parish,masonry church,,,completion_and_opening,,The long-delayed project spanned the 1871 rebuilding labor/material shock and the Panic of 1873; its masonry form fit the post-fire regime.,"Secondary research says work begun about 1870/71 finally opened in 1877 without the planned towers and with interior decoration incomplete. A 1916 diocesan souvenir instead calls it erected in 1871, so the completion chronology requires direct newspaper verification.",medium,true
CHI-POSTFIRE-CHI1877-007,CHI1877-007,1877,St. Pius Church enlargement,,1877,year-only,1877,,,,demolished/replaced,Van Horn and Paulina Streets,,,,church,Roman Catholic worship,,St. Pius Catholic parish,frame,,,addition_and_enlargement,,The frame church lay in the post-1874 citywide fire-limit era; its apparent continued frame use reflects enlargement of existing fabric rather than a new wooden building.,Existing frame church enlarged in 1877 from roughly 300 to 650 seats.,high,true
CHI-POSTFIRE-CHI1877-013,CHI1877-013,1877,Woman's Hospital Medical College first building,1877,1877,year-only,1877,,,,demolished/unknown,Lincoln Street opposite Cook County Hospital,337 S Lincoln St (later-number reference; verify),,,medical_college,medical education,,Woman's Hospital Medical College faculty,masonry institutional building,4,,acquisition_or_new_construction,,The purpose-built or acquired medical-school facility formed part of the post-fire institutional district around Cook County Hospital.,"An 1893 account says the first building was erected in 1877; Encyclopedia of Chicago says faculty financed purchase of a school building that year. Later building dimensions were 100 by 65 feet, but may include the 1889 addition. Kept as one review-flagged event pending deed and permit research.",medium,true
CHI-POSTFIRE-CHI1877-006,CHI1877-006,1877,Fullerton Avenue Bridge contract and construction,1877,1878,exact,1878,,,,replaced/unknown,Fullerton Avenue at the north city limits; joint City of Chicago-Town of Lake View crossing,,,,bridge,road river crossing,J. W. Sawin & Co.,City of Chicago and Town of Lake View,pivot bridge,,,contract_award_and_construction_start,,Joint-jurisdiction infrastructure extended the street network at Chicago's 1877 northern boundary.,"Contract awarded October 1, 1877 and bridge completed January 19, 1878; 125 feet long, 17.4-foot roadway, 20 feet overall. Chicago paid two-thirds of the reported $2,970.50 cost share wording, which should be checked in the printed scan.",medium,true
CHI-POSTFIRE-CHI1877-003,CHI1877-003,1877,North Avenue Bridge construction,1877,1878,exact,1878,,,,replaced/unknown,North Avenue crossing of the Chicago River,,,,bridge,road and pedestrian river crossing,"Conro, Starke & Co.",City of Chicago,combination swing bridge and turntable,,,construction_start_and_phase,,Municipal movable-bridge construction supported the rebuilt city's river traffic and street network.,"Begun August 28, 1877 and completed in January 1878; 150 feet long, 17-foot roadway, 4-foot sidewalk, 29 feet overall, and $7,149 cost.",high,true
CHI-POSTFIRE-CHI1877-026,CHI1877-026,1877,United States Government Building cut-stone phase,1874,1880,year-only,1879,1896,year,demolition for replacement federal building,demolished,"Block bounded by Adams, Clark, Jackson, and Dearborn Streets",,,,federal_building,post office custom house courts and federal offices,Alfred B. Mullett; James G. Gill; Edward J. Burling (construction supervision); John Angus (stone setting),United States Government,fireproof iron and stone masonry,3,,cut_stone_construction_phase,Federal custom house and post office destroyed in the 1871 fire,The monumental fireproof federal replacement was a direct institutional response to the 1871 destruction.,Andreas states John Angus had charge of setting cut-stone work beginning in 1877; the OCR-obscured ending year is unresolved. The building was occupied by 1879 and completed in 1880; recorded here only as a distinct 1877 phase.,medium,true
CHI-POSTFIRE-CHI1877-011,CHI1877-011,1877,St. Stanislaus Kostka Church construction,1877,1881,year-only,1881,,,,extant/altered,Noble and Potomac Streets,1351 W Evergreen Ave,,,church,Roman Catholic worship,Patrick Charles Keely,St. Stanislaus Kostka Catholic parish,yellow brick with limestone accents; Renaissance Revival,,200,cornerstone_and_construction_start,Wooden 1869 St. Stanislaus Kostka church,Substantial masonry expansion followed explosive parish growth during Chicago's post-fire rebuilding era.,"Cornerstone laid July 1, 1877; completed in 1881. Parish account gives interior dimensions of 200 by 80 feet and seating for 1,500. Twin towers were completed in 1892; the south tower was destroyed by fire in 1964.",high,false
CHI-POSTFIRE-CHI1877-001,CHI1877-001,1877,Chicago City Hall foundation phase,1877,1885,year-only,1885,,,,demolished/replaced,"Original Court House Square; west half of block bounded by Clark, Randolph, LaSalle, and Washington Streets",121 N LaSalle St,,,civic_building,municipal offices,J. J. Egan (uniform exterior); L. D. Cleveland (city interior and construction supervision); John Shackley (excavation); Mortimer & Tapper (sub-basement),City of Chicago,stone and masonry civic complex,,,foundation_and_subbasement_phase,Court House and City Hall destroyed in 1871; temporary Rookery City Hall occupied 1872-1885,Permanent fire-conscious civic rebuilding on the original courthouse square; exterior coordination with the county emphasized a unified monumental masonry complex.,"The City Council ordinance of September 3, 1877 authorized immediate foundation work. Excavation was contracted for $1,483 and the sub-basement for $57,909; later superstructure contracts were awarded in 1878.",high,false
CHI-POSTFIRE-CHI1877-019,CHI1877-019,1877,E. B. Williams Building construction,1877,,,,,,,demolished/unknown,Corner of Wabash Avenue and Monroe Street,,,,commercial_building,commercial use,,E. B. Williams,masonry commercial construction,,,documented_construction_phase,,Commercial masonry infill continued within the fire-limits district.,"Chicago Tribune reported work progressing rapidly on September 16, 1877. Completion, dimensions, architect, and exact corner remain unresolved; retained as a phase record rather than an assumed completion.",medium,true
CHI-POSTFIRE-CHI1877-020,CHI1877-020,1877,Michael Burke Stores construction,1877,,,,,,,demolished/unknown,Wabash Avenue between Monroe and Madison Streets,,,,store_group,retail or wholesale stores,,Michael Burke,commercial masonry construction,,,near_completion_construction_phase,,Commercial masonry infill continued within the fire-limits district.,"Two stores were reported nearly completed September 16, 1877. They remain grouped because the contemporary notice gives no separate names or addresses; no anonymous unit-level rows were fabricated.",medium,true
CHI-POSTFIRE-CHI1877-021,CHI1877-021,1877,Woman's Christian Association boarding house opening,,,,1877,,,,unknown,1514-1516 Wabash Avenue,,,,boarding_house,affordable Christian boarding house for working and studying women,,Woman's Christian Association of Chicago,,,,occupancy_only_or_conversion,,No construction claim is made; the record captures institutional reuse/occupancy of urban building stock.,"Boarding house opened May 22, 1877 for seamstresses, teachers, students, clerks, and compositors. Source does not state that a new building was erected or what alterations occurred, so this is explicitly an occupancy-only review record.",low,true
CHI-POSTFIRE-CHI1878-009,CHI1878-009,1878,Academy of Music II,1878,1878,exact,1878,1880,exact,fire,destroyed,"83 S. Halsted Street, near Madison Street",,,,theater,stage theater,Oscar Cobb,William B. Clapp (owner); J. K. Emmett (lessee),brick side and rear walls; cut-stone three-story front,3,,reconstruction,"Academy of Music I, destroyed by fire February 4-5, 1878",A rapid but substantially enlarged masonry reconstruction followed a theater fire within the post-fire city.,"Work was planned to begin in early May; the 75-by-120-foot, approximately $50,000 theater opened September 16, 1878. It burned October 12, 1880.",medium,true
CHI-POSTFIRE-CHI1878-020,CHI1878-020,1878,B. R. Chambers Commercial Block,1878,1878,year-only,1878,,,,demolished/unknown,155-157 Dearborn Street; just north of the Chicago Journal office,,,,commercial_printing_building,printing offices and commercial rental,Cyrus P. Thomas,B. R. Chambers; upper floors rented to Blakely & Brown,masonry; exact material not stated,5,,new_construction,,A five-story purpose-adapted commercial building supported the post-fire printing industry.,The architect's project list identifies the 1878 Chambers block and its intended Blakely & Brown tenancy. Andreas independently says Blakely & Brown moved in 1878 to a five-story building they 'had erected' at 155-157 Dearborn; ownership/development wording needs lease research.,high,true
CHI-POSTFIRE-CHI1878-025,CHI1878-025,1878,Bemis & McAvoy Brewery Brick Barn,1878,1878,year-only,1878,,,,demolished/unknown,Bemis & McAvoy brewery complex near South Park Avenue and Twenty-third Street,,,,industrial_barn,"brewery horses, vehicles, and service functions",,Bemis & McAvoy Brewing Company,brick masonry,,,industrial_addition,,A permanent brick service building expanded the logistics capacity of a large brewery complex.,"Andreas explicitly dates the large brick barn to 1878. Its footprint, stories, architect, cost, and exact side of the avenue require Sanborn or Robinson map reconciliation.",high,true
CHI-POSTFIRE-CHI1878-024,CHI1878-024,1878,Bemis & McAvoy Brewery East-Side Icehouse of 1878,1878,1878,year-only,1878,,,,demolished/unknown,East side of South Park Avenue near Twenty-third Street,,,,industrial_icehouse,brewery cold storage,,Bemis & McAvoy Brewing Company,substantial industrial construction; exact material not stated,,,industrial_addition,,Specialized industrial construction expanded a major post-fire brewery complex.,"Andreas states that two additional icehouses were erected on the east side of South Park Avenue in 1878 and 1879, implying one annual addition but not labeling the individual buildings. Entity matching to insurance maps is required.",medium,true
CHI-POSTFIRE-CHI1878-010,CHI1878-010,1878,Chicago Athenaeum and Retail Block,1877,1878,season,1878,,,,demolished/unknown,48-54 Dearborn Street,,,,mixed_use_commercial_institutional,"retail, classrooms, library, reading room, and gymnasium",Cyrus P. Thomas,McLaren & Wells,pressed brick with brownstone facings and trim,4,,completion_and_occupancy,,A purpose-built masonry educational and commercial block marked permanent cultural reconstruction.,Erected for the Athenaeum's special accommodation; the institution moved in during spring 1878. Andreas gives a 90-by-80-foot plan and a two-story-height gymnasium occupying the upper floors; contemporary project citations place design/construction in 1877.,high,false
CHI-POSTFIRE-CHI1878-011,CHI1878-011,1878,Chicago Fire Patrol Headquarters at 176 Monroe Street,,1878,exact,1878,,,,demolished/unknown,176 Monroe Street,,,,fire_patrol_station,insurance fire salvage patrol,L. Z. Leiter (building erection); Chicago Fire Patrol members (interior finishing and arrangements),L. Z. Leiter; Chicago Board of Underwriters/Chicago Fire Patrol,masonry building; detailed material not stated,,,completion_and_specialized_fitout,,A permanent fire-salvage headquarters was a direct institutional response to Chicago's repeated conflagrations.,"Captain Bullwinkle's company formally opened and occupied the headquarters February 16, 1878. Andreas distinguishes Leiter's building work from the patrol members' interior finishing.",high,false
CHI-POSTFIRE-CHI1878-014,CHI1878-014,1878,Church of the Immaculate Conception Priest's Residence,1878,1878,year-only,1878,,,,demolished/unknown,Immediately south of the Church of the Immaculate Conception on the Near North Side,,,,clergy_residence,Catholic priest residence,,Church of the Immaculate Conception,likely brick masonry; exact material not stated,,,new_construction,,Parish residential construction supplemented the brick church rebuilt in 1874 around the surviving pre-fire basement.,"Andreas gives two conflicting costs—about $7,000 in the parish narrative and about $5,000 in Rev. P. T. Butler's biography. Precise historic street address remains unresolved.",high,true
CHI-POSTFIRE-CHI1878-019,CHI1878-019,1878,Crilly Building,1878,1878,year-only,1878,,,,demolished,Northeast corner of Dearborn and Monroe Streets,30 W Monroe St site,,,printing_and_commercial_building,"heavy printing, paper company, and commercial tenants",,Daniel F. Crilly; leased ground from Chicago Board of Education,substantial heavy-load construction,5,,new_construction,,Heavy-load commercial construction on a fire-cleared corner advanced the rebuilt printing district.,Crilly leased the corner in 1878 and put up a five-story building for J. M. W. Jones Printing Company; Indianapolis Paper Company occupied the north part. Two stories were added in 1888. Later summaries that call it seven stories in 1878 conflate the phases.,high,false
CHI-POSTFIRE-CHI1878-004,CHI1878-004,1878,Eighteenth Street Viaduct,1878,1878,exact,1879,,,,replaced/unknown,"Eighteenth Street at Lumber Street over the Pittsburgh, Fort Wayne & Chicago and Chicago, Alton & St. Louis railway tracks",,,,viaduct,grade-separated road and pedestrian crossing,Keystone Bridge Company (superstructure); James Clowry (substructure),"City of Chicago; Pittsburgh, Fort Wayne & Chicago Railway Company contribution",wrought-iron superstructure with two truss-girder spans,,,new_infrastructure_construction,,A permanent iron viaduct reduced street-rail conflicts in the rapidly rebuilding industrial city.,"Work began August 1 or 3, 1878; completed December 18, 1878; put in operation February 7, 1879. Andreas contains conflicting total and substructure costs ($20,409.16/$15,215.16 versus $17,196.56/$10,403.43); the wrought-iron superstructure is separately stated as $11,194.",medium,true
CHI-POSTFIRE-CHI1878-008,CHI1878-008,1878,First Regiment Illinois National Guard Armory I,1878,1878,year-only,1878,1890,year,converted/replaced after regiment moved,demolished/converted,Jackson Street between Michigan and Wabash Avenues; later 22-26 Jackson Street,,,,armory,"military drill, company rooms, exhibitions, concerts, and rifle practice",Wheelock & Clay,Union Mutual Life Insurance Company of Maine; leased to First Regiment Illinois National Guard,rough-stone Gothic front; iron posts; timber roof; double floors with mortar sound-deadening,3,,new_construction,,Purpose-built masonry and iron institutional construction reflected permanent civic investment after the 1877 labor riots.,"Contemporary report said completion was expected September 1, perhaps ten days later. Reported construction cost was $22,000 against an $18,000 limit, plus about $1,400 for the rear boiler and engine room.",high,true
CHI-POSTFIRE-CHI1878-028,CHI1878-028,1878,Fullerton Avenue Pile Bridge reported as rebuilt,1878,1878,year-only,1878,,,,identity_conflict,Fullerton Avenue,,,,bridge,road crossing,,City of Chicago,reported 225-foot bridge with 20-foot roadway,,,reported_rebuild,,"The source preserves a bridge-rebuild claim, but entity resolution is necessary before treating it as a separate 1878 structure.","Andreas says a Fullerton Avenue bridge was rebuilt in 1878 at 225 by 20 feet for $1,490. Those dimensions and cost exactly match a Fullerton pile bridge reported in the 1874-75 Board of Public Works year, while a separate 125-foot pivot bridge was completed January 19, 1878. This row preserves the conflict and must not be double-counted in resolved statistics.",low,true
CHI-POSTFIRE-CHI1878-003,CHI1878-003,1878,Fullerton Avenue Pivot Bridge,1877,1878,exact,1878,,,,replaced/unknown,Fullerton Avenue at the north city limits; joint City of Chicago-Town of Lake View crossing,,,,bridge,road river crossing,J. W. Sawin & Co.,City of Chicago and Town of Lake View,pivot bridge,,,completion,,Joint-jurisdiction infrastructure extended the street network at Chicago's northern boundary.,"Contract awarded October 1, 1877; completed January 19, 1878; 125 feet long, 17.4-foot roadway, 20 feet overall. Andreas says Chicago's two-thirds cost was $2,970.50, wording that merits scan verification.",high,true
CHI-POSTFIRE-CHI1878-027,CHI1878-027,1878,Hamlin's Theater Reconstruction,1878,1878,month,1878,,,,reconstructed_again,Rear of the Hamlin Brothers property on the former Bryan Hall and Hooley's Opera House site,,,,theater,regular stage theater,Hamlin Brothers,"""Hamlin Brothers; property passed to William C. Reynolds about 1878""",reconstructed existing hall and adjoining fabric,,,conversion_and_reconstruction,"Foley's Billiard Hall, later garden and vaudeville theater",Repeated adaptive reuse converted post-fire commercial entertainment fabric into a regular theater.,The former 1873 billiard hall/garden/vaudeville was reconstructed as a regular theater and opened in September 1878 as Hamlin's Theater. It was reconstructed again in 1880 as the Grand Opera House.,high,true
CHI-POSTFIRE-CHI1878-026,CHI1878-026,1878,Haverly's Theater Reconstruction,1878,1878,exact,1878,1882,year,demolished when lease expired,demolished,Northwest corner of Dearborn and Monroe Streets,,,,theater,stage theater,,J. H. Haverly,reused masonry walls with reconstructed interior and galleries,,,major_reconstruction_and_redecoration,"New Adelphi Theater opened January 11, 1875 in the old post-office walls",A major reconstruction reused strong surviving masonry while upgrading a prominent theater.,"Entirely reconstructed and redecorated in July-August 1878; reopened August 4. Work included plate glass, new scenery and curtain, frescoing, upholstery, and carpets, at a reported minimum cost of $8,500.",high,false
CHI-POSTFIRE-CHI1878-022,CHI1878-022,1878,L. B. Brasher Flats,1878,1878,year-only,1878,,,,demolished/unknown,Third Avenue at Taylor Street,,,,apartment_block,flats,Cyrus P. Thomas,L. B. Brasher of Cincinnati,masonry or frame not stated,,,new_residential_construction,,Purpose-built flats document the diversification and densification of post-fire housing.,"Listed among Cyrus P. Thomas's 1878 works with a May 19, 1878 Chicago Tribune citation. Exact unit count, dimensions, material, cost, and fate need the original notice and permit ledger.",medium,true
CHI-POSTFIRE-CHI1878-016,CHI1878-016,1878,Misses Grant's Seminary for Young Ladies,,1878,year-only,1878,,,,extant_at_2003_listing,839 N. Dearborn Street / 27-31 W. Chestnut Street,839 N Dearborn St / 27-31 W Chestnut St,,,school,women's seminary,Frederick H. Waescher,,red brick with gray limestone trim and brown ashlar ground level,,,new_construction,,A substantial masonry educational building represented permanent Near North Side rebuilding.,"The National Register nomination identifies the 1878 contributing building and describes its massive corner form, turret, gable, dormers, and contrasting masonry. Andreas notes that the school moved into its new building in November 1878.",high,false
CHI-POSTFIRE-CHI1878-018,CHI1878-018,1878,Newberry Rowhouse Barns,,1878,year-only,1878,,,,extant_at_2003_listing,Rear of 827-833 N. Dearborn Street,,,,stable_outbuilding_group,residential barns/stables,,,masonry or frame not stated,,,new_outbuilding_construction,,Documented service buildings preserve the complete residential property system rather than only street-facing houses.,The National Register nomination separately counts the 1878 barns as contributing buildings but does not attribute an architect in its resource table. Count and materials require inventory-sheet review.,medium,true
CHI-POSTFIRE-CHI1878-017,CHI1878-017,1878,Newberry Rowhouses,,1878,year-only,1878,,,,extant_at_2003_listing,827-833 N. Dearborn Street,827-833 N Dearborn St,,,rowhouse_group,four private residences,Frederick H. Waescher,,masonry; exact material not stated,,,new_residential_construction,,A coordinated masonry rowhouse group contributed to permanent Near North Side residential reconstruction.,"The National Register nomination records four 1878 contributing rowhouses. Unit-level owners, exact completion dates, and later alterations need deed and permit research.",high,true
CHI-POSTFIRE-CHI1878-002,CHI1878-002,1878,North Avenue Bridge,1877,1878,month,1878,,,,replaced/unknown,North Avenue crossing of the Chicago River,,,,bridge,road and pedestrian river crossing,"Conro, Starke & Co.",City of Chicago,combination swing bridge and turntable,,,completion,Earlier crossing at North Avenue,Municipal movable-bridge construction supported the rebuilt city's river traffic and street network.,"Begun August 28, 1877 and completed in January 1878; 150 feet long, with 17-foot roadway, 4-foot sidewalk, 29-foot overall width, and $7,149 cost.",high,false
CHI-POSTFIRE-CHI1878-001,CHI1878-001,1878,St. Joseph's Catholic Church,1876,1878,exact,1878,,,,demolished/unknown,Northeast corner of Market and Hill Streets,,,,church,Catholic worship,,St. Joseph's Catholic parish,brick masonry,,,completion_and_dedication,Temporary post-fire frame St. Joseph's church; pre-fire church destroyed in 1871,Permanent brick rebuilding followed the parish's temporary post-fire frame structure.,"Cornerstone laid in October 1876; dedicated October 6, 1878; reported cost about $40,000.",high,false
CHI-POSTFIRE-CHI1878-021,CHI1878-021,1878,T. B. Campbell Residence,1878,1878,year-only,1878,,,,demolished/unknown,Dearborn Avenue north of Schiller Street,,,,residence,private residence,Cyrus P. Thomas,T. B. Campbell,masonry or frame not stated,,,new_residential_construction,,The project illustrates documented elite residential growth outside the central fire district.,"Listed among Cyrus P. Thomas's 1878 works with a contemporary Chicago Tribune citation; dimensions, material, exact address, and fate require the newspaper and permit record.",medium,true
CHI-POSTFIRE-CHI1878-015,CHI1878-015,1878,Third Presbyterian Church on Ashland Avenue,,1878,month,1878,1884,exact,fire,destroyed and rebuilt,Ashland Avenue at or near Ogden Avenue,,,,church,Presbyterian worship,,Third Presbyterian Church,masonry; exact material not stated,,,completion_and_occupancy,"Third Presbyterian Church at Washington and Carpenter Streets, sold in 1877",A large permanent West Side church replaced the congregation's earlier property after post-fire neighborhood movement.,"The new Ashland Avenue edifice was occupied in May 1878 and seated 1,900. It burned October 10, 1884 and was rebuilt materially on the old plan for reopening May 24, 1885.",high,true
CHI-POSTFIRE-CHI1878-023,CHI1878-023,1878,Daniel Wells Commercial and Hotel Block,1878,1879,year-range,1879,,,,demolished/unknown,Michigan Avenue at Harrison Street,,,,mixed_use_commercial_hotel,"stores, commercial space, and corner hotel",Cyrus P. Thomas,Daniel Wells of Milwaukee,masonry; exact material not stated,4,,construction_start_and_phase,,A substantial mixed-use block extended permanent masonry development along Michigan Avenue.,"The architect's project list dates the four-story block 1878-79 and cites Tribune notices of May 19, 1878 and April 6, 1879. The precise start and completion dates remain to be recovered from those notices.",high,true
CHI-POSTFIRE-CHI1878-007,CHI1878-007,1878,U.S. Government Building and Post Office construction phase,,1880,year-only,1879,1896,year,demolished for replacement federal building,demolished,"Block bounded by Adams, Clark, Jackson, and Dearborn Streets",,,,federal_civic_building,"post office, custom house, sub-treasury, federal courts, pension and internal revenue offices",Alfred B. Mullett (original design); U.S. Treasury Supervising Architect's Office,United States Government,"fireproof stone, iron, and brick",3,177,appropriation_and_active_construction_phase,Federal post office and custom house destroyed in the Great Chicago Fire,Explicitly fireproof federal construction replaced dispersed rented quarters described in 1878 as vulnerable to fire.,"The June 10, 1878 Congressional Record documents active work, a $300,000 bill appropriation plus $100,000 deficiency funding, and a proposed acceleration toward 1879 occupancy. The post office occupied part of the basement in April 1879; the entire building was completed about 1880.",high,false
CHI-POSTFIRE-CHI1878-006,CHI1878-006,1878,Chicago City Hall and Cook County Court House construction phase,1877,1885,year-only,1885,,,,demolished/replaced,"Original Court House Square; block bounded by Clark, Randolph, LaSalle, and Washington Streets",121 N LaSalle St,,,civic_complex,municipal and county government,J. J. Egan (uniform exterior); L. D. Cleveland (city interior and construction supervision); Thomlinson & Reed (cut stone); John Angus (masonry); J. P. Sexton (iron),City of Chicago and Cook County,"stone, brick, granite, and iron civic complex",6,126,superstructure_contract_and_construction_phase,Court House and City Hall destroyed in 1871; temporary Rookery City Hall occupied 1872-1885,Permanent monumental masonry and iron construction on the original civic square embodied long-term post-fire institutional rebuilding.,"On April 17, 1878 the city awarded contracts of $477,693 for cut stone, $90,519 for masonry, and $105,302 for iron work. The joint complex was not ready for occupancy until January-February 1885.",high,false
CHI-POSTFIRE-CHI1878-013,CHI1878-013,1878,House of the Good Shepherd North Wing,1878,,unknown,,,,,demolished/unknown,Corner of North Market and Hill Streets,,,,institutional_wing,women's asylum and reformatory,,Sisters of the Good Shepherd,masonry wing; exact material not stated,,,addition,House of the Good Shepherd post-fire building erected 1872,A permanent institutional addition enlarged the rebuilt post-fire complex.,"A summer 1878 bazaar and benefits produced net receipts of $8,695, applied to erecting the north wing. The source does not state an exact completion date, so the annual placement records a materially documented construction expenditure/phase.",medium,true
CHI-POSTFIRE-CHI1878-005,CHI1878-005,1878,Lincoln Park Permanent Breakwater,1878,,unknown,,,,,historic infrastructure/condition unknown,Lake Michigan shore at Lincoln Park,,,,breakwater,shore protection,,Lincoln Park Commission,Netherlands-plan brush mattresses laid in three to five feet of water,,,construction_start_and_phase,,Permanent engineered shore protection replaced temporary expedients and shaped the lakefront land edge.,Andreas states construction commenced in 1878 using the Netherlands plan. Completion date and surviving fabric require park-commission annual reports and georeferencing.,high,true
CHI-POSTFIRE-CHI1878-012,CHI1878-012,1878,Servite Sisters' Industrial Home Convent,1878,,unknown,,,,,demolished/unknown,Corner of West Van Buren Street and Albany Avenue,,,,convent_and_industrial_home,"convent, home, instruction, and vocational work",,Servite Sisters,brick and stone; iron entrance stairways,5,,construction_start_cornerstone,,Substantial masonry institutional construction replaced the order's initial rented quarters at 1266 W. Van Buren.,The sisters established their home in May 1878; construction on a 300-foot-square site began in 1878 and Vicar-General McMullen laid the cornerstone. Andreas still described the convent as unfinished in 1886; adjoining buildings were two and three stories.,high,true
CHI-POSTFIRE-CHI1879-014,CHI1879-014,1879,Eighteenth Street viaduct opening,1878,1878,exact,1879,,,,demolished/replaced,Eighteenth Street railroad crossing,18th Street rail corridor,,,railroad_viaduct,grade-separated street crossing,,City of Chicago and affected railroads,wrought-iron superstructure; two truss-girder spans,,,opening_or_occupancy_only,,"Durable iron infrastructure aligned with post-fire material preferences, though grade separation was its primary purpose.","Completed December 18, 1878 and put in operation February 7, 1879. Andreas reports $11,194 cost, two 142-foot truss-girder spans, a 20-foot roadway and six-foot sidewalks. Not counted as 1879 construction.",high,false
CHI-POSTFIRE-CHI1879-002,CHI1879-002,1879,"Field, Leiter & Co. State Street store occupancy",1878,1878,exact,1879,,,,demolished/redeveloped,Northeast corner State and Washington Streets,111 N State St area,,,department_store,retail and wholesale dry goods,James Van Dyke (replacement building attribution),"Singer estate; purchased by Field, Leiter & Co.",masonry commercial building; exact 1879 fit-out materials not established,,,acquisition_fitout_and_occupancy,Singer Building destroyed by fire and replaced in 1878,The underlying replacement belonged to post-fire masonry commercial rebuilding; this row does not claim new 1879 construction.,"Field and Leiter purchased the 1878 replacement building on February 28, 1879, secured surrender of Carson Pirie's lease, fitted it for their business, and received customers there by April. Retained as a property and occupancy phase only.",medium,true
CHI-POSTFIRE-CHI1879-019,CHI1879-019,1879,Academy of the Sacred Heart chapel,1879,1879,exact,1879,,,,demolished/unknown,Adjoining the Academy of the Sacred Heart,West Side academy complex; exact parcel unresolved,,,chapel,Catholic school worship,,Academy of the Sacred Heart,material not stated,,,institutional_complex_addition,Academy of the Sacred Heart,Post-fire institutional construction; exact material and code compliance are not documented in the located narrative.,"Andreas reports that a chapel was built adjoining the academy in 1879. No separate street number, architect, dimensions or material were located, so the row remains a named complex phase rather than a guessed standalone footprint.",high,true
CHI-POSTFIRE-CHI1879-008,CHI1879-008,1879,Armour Street School,1878,1879,academic_year,1879,,,,demolished/replaced/uncertain,Armour Street,525 N Armour St,,,school,public elementary school,,Chicago Board of Education,brick masonry; heating recorded as steam by Andreas but coal stoves by CPS history,3,,completion_and_opening_phase,,Brick school construction complied with the post-1874 prohibition on new wood buildings; the heating conflict remains unresolved.,"Andreas's visually checked school table records erection in 1879, 107 by 88 feet, three stories, 945 sittings and $37,000 total including heating and furniture. CPS says it opened during the 1878-79 academic year and initially used coal stoves and gas; this may indicate a start/opening/completion sequence or a table error.",medium,true
CHI-POSTFIRE-CHI1879-017,CHI1879-017,1879,Bemis & McAvoy brewery office building,1879,1879,exact,1879,,,,demolished/unknown,Immediately south of the Bemis & McAvoy brewhouse,,,,brewery_office,brewery administration and billiard rooms,,Bemis & McAvoy Brewing Company,substantial brick masonry,2,,industrial_complex_addition,Bemis & McAvoy brewery complex,Brick office construction complied with the post-1874 restriction on new wood buildings.,Erected in 1879. Andreas describes a substantial two-story brick office south of the brewhouse with the main business office and billiard rooms.,high,true
CHI-POSTFIRE-CHI1879-016,CHI1879-016,1879,Bemis & McAvoy east-side ice house,1879,1879,year_only,1879,,,,demolished/unknown,"Bemis & McAvoy brewery complex, east side",,,,ice_house,brewery cold storage,,Bemis & McAvoy Brewing Company,ice-house construction; material not stated,,,industrial_complex_addition,Bemis & McAvoy brewery complex,An industrial outbuilding erected after the citywide wood-building restriction; material and permit compliance remain unverified.,"Andreas says two east-side ice houses were erected in 1878 and 1879. This row assigns one phase to 1879 but does not infer dimensions, material or a precise address; component identity needs brewery and permit records.",medium,true
CHI-POSTFIRE-CHI1879-004,CHI1879-004,1879,Central Music Hall,1879,1879,exact,1879,1901,exact,Marshall Field commercial expansion,demolished,Southeast corner State and Randolph Streets,Approx. 1-35 N State St,,,mixed_use_hall,"music hall, public assembly, offices and stores",Dankmar Adler,Central Music Hall stock company; George B. Carpenter promoter; Levi Z. Leiter president,fireproof masonry commercial and assembly building with gray cut-stone exterior,6,90,new_construction,,"The building's fireproof construction, abundant exits, ventilation and public-assembly safeguards responded directly to post-fire and theater-safety concerns.","Erected and opened in 1879. Later descriptions give a 125-by-150-foot footprint, six stories plus basement, two elevators, stores and offices; seating is variously reported around 1,800 to 2,000. The December 1879 inspection emphasizes acoustics, rapid air exchange, multiple exits and fire-safety planning.",high,false
CHI-POSTFIRE-CHI1879-015,CHI1879-015,1879,Chicago fire-alarm system Stock Yards extension,1879,1879,exact,1879,,,,altered/replaced,"Stock Yards district, Town of Lake",Union Stock Yards area,,,communications_infrastructure,municipal fire alarm and dispatch,Chicago Fire Department telegraph staff,City of Chicago; Town of Lake stations,"aerial telegraph wire, alarm stations and Tooker keyless-door box retrofits",,,infrastructure_extension_and_equipment_upgrade,Chicago municipal fire-alarm system,"The extension increased fire-detection coverage and retrofitted 72 existing boxes with keyless doors, a direct post-fire life-safety investment.","Andreas reports extension of aerial lines to the Stock Yards district in the Town of Lake, establishment of fire-alarm stations, and Tooker keyless-door attachments on 72 existing boxes. It is a network event extending beyond the 1879 municipal boundary, not one building.",high,true
